Step_1,Step_2,Step_3,Step_4,Step_5,Step_6
[999.44350429],[999.44341484],[999.44341141],[999.44340799],[999.44340456],[999.44340113]
[999.47883383],[999.47879064],[999.4787858],[999.47878096],[999.47877613],[999.47877129]
[999.4195707],[999.41965936],[999.41965508],[999.4196508],[999.41964652],[999.41964224]
[999.24023926],[999.2401597],[999.2401604],[999.24016111],[999.24016182],[999.24016253]
[999.46547775],[999.46554694],[999.46553344],[999.46551995],[999.46550646],[999.46549296]
[999.1611488],[999.16119739],[999.16117328],[999.16114916],[999.16112505],[999.16110094]
[999.19660009],[999.19658195],[999.19655659],[999.19653124],[999.19650589],[999.19648053]
[999.29877835],[999.29879627],[999.29874473],[999.29869319],[999.29864164],[999.2985901]
[999.12032087],[999.12024058],[999.12019468],[999.12014877],[999.12010287],[999.12005696]
[999.37885173],[999.37880574],[999.37877941],[999.37875308],[999.37872674],[999.37870041]
[999.37602895],[999.37606171],[999.37603488],[999.37600805],[999.37598123],[999.3759544]
[999.10904656],[999.10902333],[999.10899992],[999.10897652],[999.10895312],[999.10892972]
[999.37277132],[999.37276181],[999.37275788],[999.37275394],[999.37275],[999.37274606]
[999.34995014],[999.34995032],[999.34994811],[999.3499459],[999.34994369],[999.34994148]
[999.28922552],[999.28927813],[999.28927675],[999.28927538],[999.289274],[999.28927262]
[999.17481112],[999.17481449],[999.17481431],[999.17481413],[999.17481395],[999.17481377]
[999.28833361],[999.2883402],[999.28832645],[999.2883127],[999.28829894],[999.28828519]
[999.19456859],[999.19454181],[999.19453026],[999.19451871],[999.19450717],[999.19449562]
[999.33155178],[999.33155129],[999.33155049],[999.33154968],[999.33154887],[999.33154806]
[999.26934988],[999.26935361],[999.26935392],[999.26935423],[999.26935454],[999.26935485]
[999.53933375],[999.53933168],[999.5393307],[999.53932971],[999.53932873],[999.53932774]
[999.21036923],[999.21037238],[999.21036776],[999.21036314],[999.21035851],[999.21035389]
[999.39622688],[999.39620096],[999.39619515],[999.39618934],[999.39618353],[999.39617773]
[999.18292352],[999.18293603],[999.18293647],[999.18293691],[999.18293734],[999.18293778]
[999.36345877],[999.36343592],[999.36343422],[999.36343252],[999.36343082],[999.36342912]
[999.22674097],[999.2268074],[999.22680163],[999.22679585],[999.22679008],[999.22678431]
[999.5162379],[999.51623886],[999.51623916],[999.51623946],[999.51623976],[999.51624006]
[999.32031794],[999.32044275],[999.32044107],[999.32043939],[999.32043771],[999.32043603]
[999.5584552],[999.55854537],[999.55854603],[999.55854668],[999.55854734],[999.55854799]
[999.56072792],[999.56069294],[999.56069551],[999.56069808],[999.56070065],[999.56070321]
[999.31023516],[999.31023099],[999.31022756],[999.31022414],[999.31022072],[999.3102173]
[999.2017476],[999.20174293],[999.20173949],[999.20173605],[999.20173261],[999.20172917]
[999.34389315],[999.3438879],[999.34387505],[999.34386219],[999.34384934],[999.34383649]
[999.42520383],[999.42518639],[999.42517222],[999.42515805],[999.42514389],[999.42512972]
[999.31509059],[999.31506574],[999.31503487],[999.31500401],[999.31497314],[999.31494227]
[999.2849187],[999.28489177],[999.28486332],[999.28483487],[999.28480641],[999.28477796]
[999.31781765],[999.31780422],[999.31776993],[999.31773565],[999.31770136],[999.31766708]
[999.21809649],[999.21805415],[999.21802196],[999.21798977],[999.21795759],[999.2179254]
[999.36024737],[999.36019415],[999.36013701],[999.36007986],[999.36002272],[999.35996558]
[999.20985194],[999.209826],[999.20979272],[999.20975944],[999.20972616],[999.20969288]
[999.46972067],[999.46967989],[999.46964668],[999.46961348],[999.46958027],[999.46954707]
[999.27762864],[999.27760284],[999.27756627],[999.27752971],[999.27749314],[999.27745657]
[999.19187108],[999.19184096],[999.19181368],[999.19178639],[999.19175911],[999.19173183]
[999.34742033],[999.34740928],[999.34740413],[999.34739897],[999.34739381],[999.34738865]
[999.35612238],[999.35611404],[999.35611174],[999.35610944],[999.35610714],[999.35610484]
[999.34241947],[999.34240182],[999.34239685],[999.34239189],[999.34238692],[999.34238196]
[999.43852925],[999.43852444],[999.43852227],[999.43852011],[999.43851794],[999.43851578]
[999.35617891],[999.35617052],[999.3561671],[999.35616368],[999.35616026],[999.35615684]
[999.40570441],[999.40569903],[999.40569626],[999.40569349],[999.40569072],[999.40568795]
[999.3736876],[999.37368147],[999.37368372],[999.37368597],[999.37368822],[999.37369047]
[999.40343918],[999.40347083],[999.40346879],[999.40346675],[999.40346472],[999.40346268]
[999.15522707],[999.15519675],[999.15518344],[999.15517013],[999.15515682],[999.15514351]
[999.36574215],[999.36571827],[999.36570486],[999.36569145],[999.36567804],[999.36566464]
[999.35602238],[999.35600968],[999.35600771],[999.35600574],[999.35600377],[999.3560018]
[999.43742407],[999.43742205],[999.43742204],[999.43742203],[999.43742202],[999.437422]
[999.36086795],[999.36085678],[999.36085396],[999.36085114],[999.36084832],[999.3608455]
[999.39750172],[999.39752432],[999.39752393],[999.39752354],[999.39752316],[999.39752277]
[999.17180314],[999.17180252],[999.17179893],[999.17179533],[999.17179174],[999.17178814]
[999.31224276],[999.31222883],[999.31222886],[999.31222888],[999.3122289],[999.31222892]
[999.40444435],[999.40445013],[999.40444726],[999.40444439],[999.40444151],[999.40443864]
[999.27962451],[999.27962487],[999.27962331],[999.27962174],[999.27962017],[999.27961861]
[999.31944058],[999.31942749],[999.31942709],[999.31942669],[999.31942629],[999.31942588]
[999.40479562],[999.40481488],[999.40481317],[999.40481147],[999.40480977],[999.40480807]
[999.1844123],[999.18440781],[999.18440694],[999.18440607],[999.18440521],[999.18440434]
[999.39174139],[999.39170202],[999.39169561],[999.3916892],[999.39168279],[999.39167637]
[999.46584475],[999.4658192],[999.46581914],[999.46581907],[999.46581901],[999.46581894]
[999.42741344],[999.42740581],[999.42740137],[999.42739692],[999.42739247],[999.42738802]
[999.35309764],[999.35308437],[999.35307953],[999.35307468],[999.35306984],[999.35306499]
[999.38169452],[999.381693],[999.3816932],[999.3816934],[999.38169361],[999.38169381]
[999.37776484],[999.37775701],[999.37775347],[999.37774992],[999.37774637],[999.37774282]
[999.38550899],[999.38550759],[999.38550568],[999.38550376],[999.38550184],[999.38549993]
[999.42579782],[999.42578564],[999.4257815],[999.42577737],[999.42577324],[999.4257691]
[999.26893285],[999.26892356],[999.26892175],[999.26891993],[999.26891811],[999.2689163]
[999.23043833],[999.2304003],[999.23037858],[999.23035687],[999.23033515],[999.23031344]
[999.11468893],[999.11465222],[999.11462262],[999.11459301],[999.11456341],[999.11453381]
[999.23019432],[999.23017361],[999.23014972],[999.23012583],[999.23010194],[999.23007805]
[999.33122782],[999.33120427],[999.33118022],[999.33115616],[999.33113211],[999.33110805]
[999.33356672],[999.33357115],[999.33356676],[999.33356238],[999.333558],[999.33355362]
[999.52202415],[999.52200638],[999.52199859],[999.52199081],[999.52198302],[999.52197523]
[999.21982248],[999.21992745],[999.21992417],[999.21992089],[999.21991761],[999.21991432]
[999.54052051],[999.54053355],[999.54052378],[999.540514],[999.54050423],[999.54049446]
[999.39334592],[999.39335702],[999.39334401],[999.39333101],[999.393318],[999.39330499]
[999.40852779],[999.4084836],[999.40847916],[999.40847472],[999.40847028],[999.40846584]
[999.2806666],[999.28079172],[999.28079238],[999.28079304],[999.28079371],[999.28079437]
[999.62261643],[999.6226363],[999.62263491],[999.62263352],[999.62263213],[999.62263074]
[999.43340338],[999.43337478],[999.4333738],[999.43337283],[999.43337186],[999.43337089]
[999.23205625],[999.23205145],[999.23205168],[999.23205191],[999.23205215],[999.23205238]
[999.28252351],[999.28250629],[999.28249931],[999.28249233],[999.28248535],[999.28247838]
[999.27472156],[999.27470882],[999.27469991],[999.274691],[999.27468209],[999.27467318]
[999.31204233],[999.31202212],[999.31201188],[999.31200165],[999.31199141],[999.31198117]
[999.28343318],[999.28340551],[999.28338743],[999.28336935],[999.28335127],[999.28333318]
[999.27537311],[999.27533803],[999.27530978],[999.27528152],[999.27525326],[999.275225]
[999.2808787],[999.28081883],[999.2807656],[999.28071237],[999.28065914],[999.28060591]
[999.1312841],[999.13133856],[999.1313121],[999.13128565],[999.1312592],[999.13123275]
[999.48988296],[999.48981023],[999.48978109],[999.48975195],[999.48972282],[999.48969368]
[999.23687335],[999.23678011],[999.2367422],[999.23670429],[999.23666638],[999.23662847]
[999.17755828],[999.17752136],[999.17748783],[999.1774543],[999.17742078],[999.17738725]
[999.2612267],[999.26125292],[999.26123562],[999.26121833],[999.26120104],[999.26118375]
[999.38972228],[999.38970622],[999.38968933],[999.38967244],[999.38965555],[999.38963866]
[999.28754643],[999.28755249],[999.28753816],[999.28752384],[999.28750951],[999.28749518]
[999.3498858],[999.34985672],[999.34983709],[999.34981745],[999.34979782],[999.34977819]
[999.26352576],[999.26352957],[999.26351174],[999.2634939],[999.26347607],[999.26345824]
[999.35171866],[999.35168967],[999.35167793],[999.35166619],[999.35165445],[999.35164272]
[999.25736114],[999.25738969],[999.2573824],[999.25737511],[999.25736781],[999.25736052]
[999.37369141],[999.37370657],[999.37370118],[999.37369579],[999.3736904],[999.37368501]
[999.36927386],[999.36926325],[999.36925362],[999.36924398],[999.36923434],[999.3692247]
[999.31362368],[999.31363564],[999.31362843],[999.31362122],[999.31361401],[999.3136068]
[999.35183928],[999.35185908],[999.35185299],[999.3518469],[999.35184081],[999.35183473]
[999.37156433],[999.37158259],[999.37157646],[999.37157034],[999.37156421],[999.37155809]
[999.36433908],[999.36450261],[999.36450412],[999.36450562],[999.36450712],[999.36450862]
[999.55798084],[999.55794126],[999.55794023],[999.5579392],[999.55793817],[999.55793714]
[999.33114191],[999.33105795],[999.33104685],[999.33103575],[999.33102465],[999.33101355]
[999.28289074],[999.28277158],[999.28276024],[999.28274891],[999.28273757],[999.28272623]
[999.20530343],[999.20522413],[999.20521286],[999.2052016],[999.20519033],[999.20517906]
[999.22383828],[999.22382504],[999.22380881],[999.22379257],[999.22377633],[999.2237601]
[999.30322215],[999.30327527],[999.30327315],[999.30327102],[999.3032689],[999.30326678]
[999.4736753],[999.47367526],[999.47366435],[999.47365344],[999.47364254],[999.47363163]
[999.36638028],[999.36638543],[999.36637533],[999.36636522],[999.36635511],[999.366345]
[999.38426276],[999.38434731],[999.38434477],[999.38434224],[999.3843397],[999.38433716]
[999.56225433],[999.56223367],[999.56223424],[999.5622348],[999.56223537],[999.56223594]
[999.35060565],[999.35057771],[999.35056907],[999.35056043],[999.3505518],[999.35054316]
[999.32774964],[999.32774575],[999.32773899],[999.32773224],[999.32772548],[999.32771872]
[999.38362529],[999.38364718],[999.38364398],[999.38364078],[999.38363758],[999.38363438]
[999.49983572],[999.4998429],[999.49984204],[999.49984117],[999.49984031],[999.49983944]
[999.43361554],[999.43358917],[999.43358593],[999.43358269],[999.43357946],[999.43357622]
[999.2965241],[999.29650598],[999.29650048],[999.29649498],[999.29648947],[999.29648397]
[999.29026587],[999.29026375],[999.29025727],[999.29025078],[999.29024429],[999.29023781]
[999.38897719],[999.38893208],[999.38892038],[999.38890868],[999.38889698],[999.38888527]
[999.22222307],[999.22218688],[999.22216701],[999.22214715],[999.22212728],[999.22210741]
[999.22934455],[999.22932624],[999.22930598],[999.22928572],[999.22926546],[999.2292452]
[999.33075987],[999.3307426],[999.33072376],[999.33070491],[999.33068606],[999.33066721]
[999.36028387],[999.36028174],[999.36027656],[999.36027138],[999.36026619],[999.36026101]
[999.37690039],[999.37689415],[999.37688773],[999.3768813],[999.37687488],[999.37686846]
[999.34065181],[999.34062272],[999.34061641],[999.3406101],[999.34060379],[999.34059748]
[999.46045417],[999.46045771],[999.46044693],[999.46043615],[999.46042537],[999.46041459]
[999.3044522],[999.30442777],[999.30442385],[999.30441993],[999.30441601],[999.30441209]
[999.46913971],[999.46915621],[999.46915031],[999.46914441],[999.46913851],[999.46913262]
[999.25877061],[999.25876608],[999.25876304],[999.25876],[999.25875696],[999.25875391]
[999.42910231],[999.4290796],[999.4290742],[999.42906881],[999.42906341],[999.42905802]
[999.18628509],[999.18629643],[999.18629224],[999.18628806],[999.18628388],[999.1862797]
[999.41656244],[999.41655729],[999.41655214],[999.41654698],[999.41654183],[999.41653667]
[999.44776857],[999.44774762],[999.44773977],[999.44773192],[999.44772407],[999.44771622]
[999.152349],[999.15234738],[999.15233294],[999.15231851],[999.15230407],[999.15228963]
[999.2093609],[999.20934534],[999.20932827],[999.20931119],[999.20929412],[999.20927705]
[999.10509573],[999.10508381],[999.1050751],[999.10506639],[999.10505767],[999.10504896]
[999.34026491],[999.3402137],[999.34020878],[999.34020387],[999.34019895],[999.34019404]
[999.48600463],[999.48600232],[999.48599079],[999.48597926],[999.48596772],[999.48595619]
[999.2648387],[999.26485615],[999.26484886],[999.26484158],[999.26483429],[999.264827]
[999.49499221],[999.49499976],[999.4949985],[999.49499725],[999.49499599],[999.49499474]
[999.40835042],[999.40834012],[999.40833853],[999.40833693],[999.40833534],[999.40833374]
[999.27695462],[999.27695499],[999.27693989],[999.27692478],[999.27690967],[999.27689457]
[999.14390763],[999.14389068],[999.14387168],[999.14385267],[999.14383366],[999.14381465]
[999.26672769],[999.26670287],[999.26667771],[999.26665254],[999.26662738],[999.26660222]
[999.18784023],[999.18783416],[999.18782734],[999.18782052],[999.1878137],[999.18780688]
[999.40765175],[999.40764018],[999.4076297],[999.40761922],[999.40760874],[999.40759825]
[999.32203069],[999.32202197],[999.32201329],[999.3220046],[999.32199591],[999.32198722]
[999.30362104],[999.30361213],[999.30360554],[999.30359894],[999.30359235],[999.30358575]
[999.3551271],[999.35511893],[999.35511236],[999.3551058],[999.35509923],[999.35509266]
[999.36436065],[999.36435546],[999.36435114],[999.36434681],[999.36434249],[999.36433817]
[999.36276604],[999.36276099],[999.36275602],[999.36275105],[999.36274608],[999.36274111]
[999.33807161],[999.33805839],[999.3380456],[999.3380328],[999.33802],[999.33800721]
[999.35760732],[999.35759643],[999.35758427],[999.3575721],[999.35755993],[999.35754776]
[999.14190761],[999.14189552],[999.14188333],[999.14187114],[999.14185895],[999.14184676]
[999.19446951],[999.19444865],[999.19442927],[999.19440988],[999.1943905],[999.19437112]
[999.21663412],[999.21661923],[999.21659984],[999.21658045],[999.21656107],[999.21654168]
[999.35513762],[999.35511597],[999.3550992],[999.35508243],[999.35506566],[999.35504889]
[999.35376826],[999.35377157],[999.35376609],[999.35376062],[999.35375514],[999.35374966]
[999.44326758],[999.44325813],[999.44325236],[999.4432466],[999.44324083],[999.44323507]
[999.24367073],[999.24365111],[999.24362978],[999.24360845],[999.24358712],[999.24356579]
[999.20281676],[999.20279678],[999.2027794],[999.20276202],[999.20274464],[999.20272726]
[999.46089472],[999.46087248],[999.46085065],[999.46082881],[999.46080698],[999.46078515]
[999.30571915],[999.30569567],[999.30568388],[999.30567209],[999.3056603],[999.30564851]
[999.21231687],[999.2123179],[999.21231032],[999.21230275],[999.21229517],[999.2122876]
[999.35337989],[999.35336151],[999.35335375],[999.353346],[999.35333825],[999.3533305]
[999.3811288],[999.38112522],[999.38111857],[999.38111193],[999.38110529],[999.38109864]
